proposta;id_x;titulo;votos;state;publicacao;comentarios;url;eixo;id_autor;processo;siglaUf;familiaBeneficiariaPBF;racaCor;gpte;idade_final;sex_final;log1p_votos;log1p_comentarios;cadunico;ocupacao_grupo;cluster_k3;regiao;faixaRendaFamiliarPerCapita;faixaEtaria
"<p>Proposta realizada na Oficina de Pernambuco relativa ao Objetivo de	""Garantir a preserva??o e difus?o de bens culturais, materiais e imateriais, nos diversos territ?rios brasileiros, com pol?ticas afirmativas e reparat?rias de patrim?nio e mem?ria.""</p>";21575;Museus brasileiros ocupados pelas narrativas coletivas de mem?ria nacional dos povos e comunidades tradicionais;1;N?o analisado;05/11/2024 14:19;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/21575;Eixo 3 - Patrim?nio e mem?ria;434;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;nao_especificado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31216;"Garantir que todos os munic?pios tenham ao menos um espa?o ou equipamento cultural com estrutura para diversas express?es culturais.	";1;N?o analisado;27/12/2024 01:32;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31216;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;445;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31217;"Promover a territorializa??o e a gest?o participativa e descentralizada de espa?os e equipamentos culturais, respeitando as especificidades locais. 	";0;N?o analisado;27/12/2024 01:33;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31217;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;445;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31218;"Garantir a preserva??o e valoriza??o dos espa?os culturais de povos tradicionais e origin?rios.	";2;N?o analisado;27/12/2024 01:33;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31218;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;445;Plano Cultura;;;;;56;Feminino;1,10E+16;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31219;"Ampliar o acesso a oportunidades de financiamento para eventos culturais locais.	";1;N?o analisado;27/12/2024 01:33;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31219;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;445;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
"<p> 	Proposta realizada na Oficina de Roraima</p>";31220;Ampliar a oferta de equipamentos e espa?os culturais com acessibilidade para pessoas com defici?ncia.;0;N?o analisado;27/12/2024 01:34;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31220;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;445;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
"<p>	Proposta realizada na Oficina de Roraima</p>";31221;Promover a sensibiliza??o do setor cultural ?s defici?ncias vis?veis e invis?veis de modo a combater a desinforma??o e o preconceito. ;1;N?o analisado;27/12/2024 01:34;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31221;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;445;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31222;"Qualificar as equipes t?cnicas e de gest?o dos espa?os p?blicos no ?mbito da cultura.	";0;N?o analisado;27/12/2024 01:35;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31222;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;445;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31223;"Ampliar a divulga??o sobre as formas de acesso ao uso de espa?os p?blicos.	";0;N?o analisado;27/12/2024 01:35;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31223;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;445;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31224;"Simplificar o acesso aos espa?os culturais por fazedores de cultura por meio da desburocratiza??o dos processos.	";2;N?o analisado;27/12/2024 01:35;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31224;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;445;Plano Cultura;;;;;56;Feminino;1,10E+16;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
"<p> 	Proposta realizada na Oficina de Roraima</p>";31225;Estruturar o sistema de financiamento da cultura com acesso as transfer?ncia junto aos fundos, incentivo fiscal e acesso ao cr?dito.;1;N?o analisado;27/12/2024 01:36;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31225;Eixo 1 - Gest?o e participa??o;445;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31226;"Fortalecer a coopera??o internacional no ?mbito da cultura, de modo a reconhecer artistas locais.	";0;N?o analisado;27/12/2024 01:36;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31226;Eixo 1 - Gest?o e participa??o;445;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31227;"Promover a qualifica??o educacional dos gestores culturais, conselheiros e lideran?as comunit?rias.	";0;N?o analisado;27/12/2024 01:37;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31227;Eixo 1 - Gest?o e participa??o;445;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
"<p>	Proposta realizada na Oficina de Roraima</p>";31228;Fortalecer as organiza??es comunit?rias da gest?o cultural. ;0;N?o analisado;27/12/2024 01:37;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31228;Eixo 1 - Gest?o e participa??o;445;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31229;"Fortalecer a integra??o interministerial para ampliar o interc?mbio cultural na Am?rica Latina. 	";0;N?o analisado;27/12/2024 01:37;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31229;Eixo 1 - Gest?o e participa??o;445;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31230;"Ampliar o alcance e o reconhecimento da produ??o cultural brasileira no ?mbito internacional, em especial a amaz?nica, tradicional e popular. 	";0;N?o analisado;27/12/2024 01:38;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31230;Eixo 1 - Gest?o e participa??o;445;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
"<p>	Proposta realizada na Oficina de Roraima</p>";31231;Fortalecer a institucionaliza??o do SNC em todos os estados e munic?pios brasileiros ;0;N?o analisado;27/12/2024 01:38;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31231;Eixo 1 - Gest?o e participa??o;445;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31232;"Garantir a cria??o e o funcionamento de conselhos municipais em todos os munic?pios brasileiros. 	";0;N?o analisado;27/12/2024 01:38;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31232;Eixo 1 - Gest?o e participa??o;445;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31233;"Garantir a preserva??o e a difus?o dos saberes das comunidades tradicionais e dos povos origin?rios 	";2;N?o analisado;27/12/2024 01:39;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31233;Eixo 3 - Patrim?nio e mem?ria;445;Plano Cultura;;;;;56;Feminino;1,10E+16;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
"<p>	Proposta realizada na Oficina de Roraima</p>";31234;Promover pol?ticas de conscientiza??o voltadas ao patrim?nio material e imaterial brasileiro ;3;N?o analisado;27/12/2024 01:39;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31234;Eixo 3 - Patrim?nio e mem?ria;445;Plano Cultura;;;;;56;Feminino;1,39E+16;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31235;"Garantir a fiscaliza??o de espa?os patrimoniais e bens culturais em todo territ?rio nacional. 	";3;N?o analisado;27/12/2024 01:39;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31235;Eixo 3 - Patrim?nio e mem?ria;445;Plano Cultura;;;;;56;Feminino;1,39E+16;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31236;"Regulamentar e fiscalizar processos de restaura??o de patrim?nios tombados, com profissionais qualificados 	";3;N?o analisado;27/12/2024 01:40;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31236;Eixo 3 - Patrim?nio e mem?ria;445;Plano Cultura;;;;;56;Feminino;1,39E+16;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31237;"Garantir a preserva??o da cultura e o interc?mbio cultural com os imigrantes de pa?ses vizinhos	";2;N?o analisado;27/12/2024 01:40;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31237;Eixo 3 - Patrim?nio e mem?ria;445;Plano Cultura;;;;;56;Feminino;1,10E+16;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31238;"Fortalecer as a??es de preserva??o e seguran?a dos povos origin?rios e comunidades tradicionais, considerando o fator amaz?nico.	";3;N?o analisado;27/12/2024 01:41;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31238;Eixo 3 - Patrim?nio e mem?ria;445;Plano Cultura;;;;;56;Feminino;1,39E+16;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31239;"Ampliar a presen?a de mestres e mestras em espa?os formais de forma??o 	";2;N?o analisado;27/12/2024 01:41;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31239;Eixo 4 - Forma??o;445;Plano Cultura;;;;;56;Feminino;1,10E+16;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31240;"Reconhecer mestres de saberes populares como docentes em espa?os de forma??o.	";0;N?o analisado;27/12/2024 01:41;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31240;Eixo 4 - Forma??o;445;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31501;"Aumentar o n?mero de projetos realizados por pessoas com defici?ncia	";0;N?o analisado;27/12/2024 23:06;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31501;Eixo 2 - Fomento ? cultura;445;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31509;"Aumentar o acesso de trabalhadores da economia criativa do extremo norte a espa?os de venda nacionais	";1;N?o analisado;27/12/2024 23:09;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31509;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;445;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31505;"Aumentar a renda dos trabalhadores de economia criativa	";0;N?o analisado;27/12/2024 23:07;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31505;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;445;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31498;Aumentar a participa??o de comunidades ind?genas, ribeirinhas, quilombolas e assentamentos na pol?tica de fomento;2;N?o analisado;27/12/2024 23:05;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31498;Eixo 2 - Fomento ? cultura;445;Plano Cultura;;;;;56;Feminino;1,10E+16;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
"<p>	Proposta realizada na Oficina de Roraima</p>";31499;Aumentar os recursos de fomento para regi?o norte, considerando o fator amaz?nico;0;N?o analisado;27/12/2024 23:05;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31499;Eixo 2 - Fomento ? cultura;445;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31500;"Aumentar o acesso de pessoas com defici?ncia a atividades culturais	";0;N?o analisado;27/12/2024 23:06;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31500;Eixo 2 - Fomento ? cultura;445;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31502;"Garantir que a??es culturais sejam realizadas de forma 100% acess?veis	";1;N?o analisado;27/12/2024 23:06;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31502;Eixo 2 - Fomento ? cultura;445;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
"<p>	Proposta realizada na Oficina de Roraima</p>";31503;Implantar/revitalizar centros culturais de economia criativa em todas as capitais;0;N?o analisado;27/12/2024 23:06;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31503;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;445;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31504;"Colocar em circula??o equipamentos m?veis de economia criativa em cidades pequenas	";2;N?o analisado;27/12/2024 23:07;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31504;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;445;Plano Cultura;;;;;56;Feminino;1,10E+16;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31506;"Triplicar o n?mero de artes?os que se sustentam com a venda de seus produtos	";0;N?o analisado;27/12/2024 23:08;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31506;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;445;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31507;"Aumentar o n?mero de pessoas com renda gerada pelo turismo de base comunit?ria	";1;N?o analisado;27/12/2024 23:08;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31507;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;445;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31508;"Aumentar o numero de pessoas que conhecem e realizam turismo de base comunit?ria	";0;N?o analisado;27/12/2024 23:09;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31508;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;445;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31510;"Equiparar condi??es de venda e acesso a recursos dos trabalhadores do extremo norte ?s condi??es do sudeste	";0;N?o analisado;27/12/2024 23:09;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31510;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;445;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
<p>Proposta realizada na Oficina de Roraima</p>;31511;"Todas as profiss?es da cultura possuem suas classifica??es previstas na CBO.	";1;N?o analisado;27/12/2024 23:10;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31511;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;445;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
